id,name,lastname,gender,nationality
10263,"KRUMINS, Yanis",M,URS
10264,"KRUMPHOLZ, James",M,USA
10265,"KRUNGOLCAS, Edvinas",M,LTU
10266,"KRUP, Krystyna",F,POL
10267,"KRUPP VON BOHLEN UND HALBACH, Alfried",M,GER
10268,"KRUPPA, Jens",M,GER
10269,"KRUSE, Pamela Jean",F,USA
10270,"KRUSHEL, Albert",M,USA
10271,"KRUTOVA, Ninel",F,URS
10272,"KRUTZLER, Eszter",F,HUN
10273,"KRUUS, Heino",M,URS
10274,"KRYCZKA, Kelly",F,CAN
10275,"KRYKUN, Oleksiy",M,UKR
10276,"KRYLOV, Andrei",M,URS
10277,"KRYLOV, Vladimir",M,URS
10278,"KRYLOVA, Lidiya",F,URS
10279,"KRYSSIN, Gennadi",M,URS
10280,"KRYUKOV, Vladimir",M,URS
10281,"KRZESINSKI, Adam",M,POL
10282,"KRZIC, Ognjen",M,CRO
10283,"KRZYSZKOWIAK, Zdzislaw",M,POL
10284,"KSIAZKIEWICZ, Malgorzata",F,POL
10285,"KU, Kuo-Chian",M,TPE
10286,"KU, Lajos",M,HUN
10287,"KUBAIL, Ralph",M,FRG
10288,"KUBAT, Karel",M,TCH
10289,"KUBIAK, Ryszard",M,POL
10290,"KUBITZKI, Werner",M,GER
10291,"KUBOTA, Masami",M,JPN
10292,"KUCHARSKI, Tomasz",M,POL
10293,"KUCHEN, Fritz",M,SUI
10294,"KUCHINSKAYA, Natalya",F,URS
10295,"KUCHTA, Zygfryd",M,POL
10296,"KUCK, John H.",M,USA
10297,"KUDASHOVA, Elena",F,URS
10298,"KUDO, Akira",M,JPN
10299,"KUDREVA, Natalya",F,URS
10300,"KUDRNA, Bohumil",M,TCH
10301,"KUDUKHOV, Besik",M,RUS
10302,"KUEBER, Philip Thomas",M,CAN
10303,"KUEHN, Anke",F,GER
10304,"KUEHN, Louis",M,USA
10305,"KUHL, Patrick",M,GDR
10306,"KUHLEMEIER, William Harmon",M,USA
10307,"KUHN, Charles-Gustave",M,SUI
10308,"KUHN, Dieter",M,GDR
10309,"KUHN, Nelson",M,CAN
10310,"KUHNT, Irina",F,GER
10311,"KUHWEIDE, Wilhelm",M,EUA
10312,"KUHWEIDE, Wilhelm",M,FRG
10313,"KUIPER, Hennie",M,NED
10314,"KUIPERS, Ellen",F,NED
10315,"KUIPERS, Frederik Carel",M,NED
10316,"KUKOC, Toni",M,YUG
10317,"KUKOC, Toni",M,CRO
10318,"KUKSOV, Anatoli",M,URS
10319,"KULA, Dainis",M,URS
10320,"KULAEV, Boris",M,URS
10321,"KULAGIN, Aleksandr",M,URS
10322,"KULCSAR, Anita",F,HUN
10323,"KULCSAR, Gergely",M,HUN
10324,"KULCSAR, GyÃ¶zÃ¶",M,HUN
10325,"KULCSAR, Krisztian",M,HUN
10326,"KULEJ, Jerzy",M,POL
10327,"KULESHOV, Alexey",M,RUS
10328,"KULESHOV, Oleg",M,RUS
10329,"KULESZA, Kasia",F,CAN
10330,"KULESZA, Seweryn",M,POL
10331,"KULIKOV, Georgi",M,URS
10332,"KULIKOV, Vladislav",M,EUN
10333,"KULIKOV, Vladislav",M,RUS
10334,"KULJACA, Nikola",M,YUG
10335,"KULJACA, Nikola",M,SCG
10336,"KULLAM, Ilmar",M,URS
10337,"KULLBERG, Anders Boo",M,SWE
10338,"KUMAGAE, Ichiya",M,JPN
10339,"KUMAH, Samuel Ablade",M,GHA
10340,"KUMAR, Amir Chand",M,IND
10341,"KUMAR, Ashok",M,IND
10342,"KUMAR, Charanjit",M,IND
10343,"KUMAR, Sushil",M,IND
10344,"KUMAR, Vijender",M,IND
10345,"KUMBERNUSS, Astrid",F,GER
10346,"KUMFELDT, K. Torsten",M,SWE
10347,"KUMMER, Mario",M,GDR
10348,"KUMYSH, Marina",F,URS
10349,"KUN, Szilard",M,HUN
10350,"KUNAKOV, Yuriy",M,RUS
10351,"KUNCORO, Soni Dwi",M,INA
10352,"KUNCZ, Laszlo",M,HUN
10353,"KUNGLER, Frank",M,USA
10354,"KUNISCH, Kornelia",F,GDR
10355,"KUNZ, Florian",M,GER
10356,"KUNZ, Joachim",M,GDR
10357,"KUNZE, HansjÃ¶rg",M,GDR
10358,"KUNZE, RÃ¼diger",M,GDR
10359,"KUNZO, Frantisek",M,TCH
10360,"KUO LEE, Chien-Fu",M,TPE
10361,"KUO, Yi-Hang",F,TPE
10362,"KUPCHAK, Mitchell",M,USA
10363,"KUPETS, Courtney",F,USA
10364,"KUPFERNAGEL, Hanka",F,GER
10365,"KURAGINA, Olga",F,URS
10366,"KURAMOTO, Koji",M,JPN
10367,"KURBAKOVA, Tatiana",F,RUS
10368,"KURBJUWEIT, Lothar",M,GDR
10369,"KURENNOI, Vyacheslav",M,URS
10370,"KURENTSOV, Viktor",M,URS
10371,"KURKA, Jan",M,TCH
10372,"KURLAND, Abraham",M,DEN
10373,"KURLAND, Robert Albert",M,USA
10374,"KURLOVICH, Alexandre",M,URS
10375,"KURLOVICH, Alexandre",M,EUN
10376,"KURMANN, Xaver",M,SUI
10377,"KURODA, Hiroki",M,JPN
10378,"KUROSU, Takashi",M,JPN
10379,"KURPIEWSKI, Wojciech",M,POL
10380,"KURRAT, Klaus-Dieter",M,GDR
10381,"KURSCHAT, Harry",M,EUA
10382,"KURSINSKI, Anne Kindig",F,USA
10383,"KURTANIDZE, Eldari",M,GEO
10384,"KURTH, Andrea",F,GDR
10385,"KURTINAITIS, Rimas",M,URS
10386,"KURTINAITIS, Rimas",M,LTU
10387,"KURTINI, Ivo",M,YUG
10388,"KURTZ, Frank Allen",M,USA
10389,"KURTZ, Oliver Michael",M,GER
10390,"KURVYAKOVA, Raisa",F,URS
10391,"KURYNOV, Aleksandr",M,URS
10392,"KURYSHKO, Ekaterina",F,URS
10393,"KURZER, Manfred",M,GER
10394,"KUSAKABE, Kie",F,JPN
10395,"KUSCH, Walter",M,FRG
10396,"KUSCHKE, Hans",M,GER
10397,"KUSHANJANTO, Tri",M,INA
10398,"KUSHNIR, Natalya",F,URS
10399,"KUSHNIRYUK, Sergei",M,URS
10400,"KUSIK, MikhaÃ¯l Maksimilian",M,RU1
10401,"KUSNER, Kathryn Hallowell",F,USA
10402,"KUSNETS, Albert",M,EST
10403,"KUSOCINSKI, Janusz",M,POL
10404,"KUSZEWSKI, Marian Zygmunt",M,POL
10405,"KUSZNIEREWICZ, Mateusz",M,POL
10406,"KUTASI, GyÃ¶rgy",M,HUN
10407,"KUTCHEV, Mladen",M,BUL
10408,"KUTS, Vladimir",M,URS
10409,"KUTSCHER, Marco",M,GER
10410,"KUTSENKO, Yuri",M,URS
10411,"KUWAHARA, Yasuyuki",M,JPN
10412,"KUWAMOTO, Takao",M,JPN
10413,"KUZENKOVA, Olga",F,RUS
10414,"KUZHELA, Olga",F,RUS
10415,"KUZINA, Marina",F,RUS
10416,"KUZMANOVSKI, Slobodan",M,YUG
10417,"KUZMINS, Afanasijs",M,URS
10418,"KUZMINS, Afanasijs",M,LAT
10419,"KUZNETSOV, Andrei",M,URS
10420,"KUZNETSOV, Boris",M,URS
10421,"KUZNETSOV, Lev",M,URS
10422,"KUZNETSOV, Mikhail",M,URS
10423,"KUZNETSOV, Mikhail",M,RUS
10424,"KUZNETSOV, Nikolai",M,URS
10425,"KUZNETSOV, Nikolai",M,RUS
10426,"KUZNETSOV, Pavel",M,URS
10427,"KUZNETSOV, Vasili",M,URS
10428,"KUZNETSOV, Viktor",M,URS
10429,"KUZNETSOV, Vitali",M,URS
10430,"KUZNETSOV, Vladimir",M,URS
10431,"KUZNETSOV, Yevgeni",M,URS
10432,"KUZNETSOVA-LOBANOVA, Natalya",F,URS
10433,"KUZNETSOVA, Eugenia",F,RUS
10434,"KVAMMEN, Reidar Osvald",M,NOR
10435,"KVASHA, Illya",M,UKR
10436,"KVELIASHVILI, Shota",M,URS
10437,"KVESIC, Kornelija",F,YUG
10438,"KVIRKELIA, Manuchar",M,GEO
10439,"KVITLAND, Bente",F,NOR
10440,"KVRIVICHVILI, Khatouna",F,EUN
10441,"KWAG, Hye-Jeong",F,KOR
10442,"KWAK, Dae-Sung",M,KOR
10443,"KWASNIEWSKA-MALESZEWSKA, Marja Jadwiga",F,POL
10444,"KWIECINSKI, Czeslaw",M,POL
10445,"KWON, Chang Sook",F,KOR
10446,"KWON, Hyuk",M,KOR
10447,"KYBURZ, E.",M,SUI
10448,"KYE, Sun Hui",F,PRK
10449,"KYNOCH, John Marriott",M,GBR
10450,"KYSELICOVA, Alena",F,TCH
10451,"KYYKOSKI, Livara",M,FIN
10452,"LA BARBA, Fidel",M,USA
10453,"LA FLEUR, Annie",F,AUS
10454,"LA HERA, Miguel",M,CUB
10455,"LA MACCHIA, Francesco",M,ITA
10456,"LA VINE, Jacqueline Carol",F,USA
10457,"LÃ–FFLER, Horst",M,EUA
10458,"LÃ–FGREN, GÃ¶sta",M,SWE
10459,"LÃ–NN, Algot",M,SWE
10460,"LÃ–RINCZ, Marton",M,HUN
10461,"LÃ–RKE, GÃ¼nter",M,EUA
10462,"LÃ–TSCHER, Peter",M,SUI
10463,"LÃ–VLAND, Helge Andreas",M,NOR
10464,"LÃ–WE, Gabriele",F,GDR
10465,"LÃ–WE, Wolfgang",M,GDR
10466,"LÃ–WE, Wolfram",M,GDR
10467,"LAASONEN, KyÃ¶sti Kalevi",M,FIN
10468,"LABATTUT, AndrÃ©",M,FRA
10469,"LABEACH, Lloyd",M,PAN
10470,"LABEEU, Jules",M,BEL
10471,"LABEYRIE, Maurice",M,FRA
10472,"LABORDE, Henri Jean",M,USA
10473,"LABORDE, Yurisel",F,CUB
10474,"LABRADA DIAZ, Yanelis Yuliet",F,CUB
10475,"LABUDA, Josef",M,TCH
10476,"LACEY, Venus",F,USA
10477,"LACHAPELLE, Emil",M,SUI
10478,"LACHKO, Irina",F,EUN
10479,"LACHMANN, Karen Vilhelmine",F,DEN
10480,"LACHTCHENOVA, Natalia",F,URS
10481,"LACINA, Vladek",M,TCH
10482,"LACKIE, Ethel",F,USA
10483,"LACKOVIC, Blazenko",M,CRO
10484,"LACOMBE, Guy",M,FRA
10485,"LACOSTE, Jean RenÃ©",M,FRA
10486,"LACROIX, Jean AndrÃ©",M,FRA
10487,"LACRUZ, Jesus Maria",M,ESP
10488,"LADA, Vlastimil",M,BOH
10489,"LADDE, Cornelia",F,NED
10490,"LADEGAILLERIE, Jacques",M,FRA
10491,"LADEJO, Duaine",M,GBR
10492,"LADOUMEGUE, Jules",M,FRA
10493,LADY MIRKA,F,MEX
10494,"LAETTNER, Christian D.",M,USA
10495,"LAETZSCH, Heike",F,GER
10496,"LAFFITA HERNANDEZ, Andris",M,CUB
10497,"LAFIS, Michel",M,SWE
10498,"LAFKO, Vincent",M,TCH
10499,"LAFORTUNE, Hubert",M,BEL
10500,"LAGARDE, Thomas Joseph",M,USA
10501,"LAGAT, Bernard",M,KEN
10502,"LAGERBERG, Catharina (Tineke)",F,NED
10503,"LAGERCRANTZ, Bengt",M,SWE
10504,"LAGERLÃ–F, Leonard",M,SWE
10505,"LAGETKO, Anatoli",M,URS
10506,"LAGOUGE, Georges",M,FRA
10507,"LAGUNAVICHUS, Justinas",M,URS
10508,"LAGUNOV, Evgeniy",M,RUS
10509,"LAGUTIN, Boris",M,URS
10510,"LAGUTIN, Yuri",M,URS
10511,"LAHLAFI, Brahim",M,MAR
10512,"LAHODOVA, Jana",F,TCH
10513,"LAHTINEN, Hugo Jalmari",M,FIN
10514,"LAI, Run-Ming",M,CHN
10515,"LAI, Yawen",F,CHN
10516,"LAIDEBEUR, Bernard",M,FRA
10517,"LAIDLAW, Hilliard",M,CAN
10518,"LAIHO, Olli Eino",M,FIN
10519,"LAING, Leslie",M,JAM
10520,"LAITINEN, Kalevi Johannes",M,FIN
10521,"LAKATOS, Josh",M,USA
10522,"LAKE, John Henry",M,USA
10523,"LAKI, Katalin",F,HUN
10524,"LAKIC, Mara",F,YUG
10525,"LAL SHARMA, Jaman",M,IND
10526,"LAL SHARMA, Raghbir",M,IND
10527,"LAL, Kishan",M,IND
10528,"LAL, Mohinder",M,IND
10529,"LALIYEV, Gennadiy",M,KAZ
10530,"LAMAIGNIERE, Constant",M,FRA
10531,"LAMARCA, Tania",F,ESP
10532,"LAMAZE, Eric",M,CAN
10533,"LAMBAEK, Jens Stamp",M,DEN
10534,LAMBERT,M,FRA
10535,"LAMBERT, Adelaide T.",F,USA
10536,"LAMBERT, Albert Bond",M,USA
10537,"LAMBERT, George Howard Jr.",M,USA
10538,"LAMBERT, Stephen",M,AUS
10539,"LAMBOURNE, Richard",M,USA
10540,"LAMBRUSCHINI, Alessandro",M,ITA
10541,"LAMBY, Nils",M,SWE
10542,"LAMELA, Joel",M,CUB
10543,"LAMMERS, Georg",M,GER
10544,"LAMON, Sophie",F,SUI
10545,"LAMONOVA, Evgenia",F,RUS
10546,"LAMOUR, Jean-Francois",M,FRA
10547,"LAMPARIELLO NETO, Domingo",M,BRA
10548,"LAMPE, Oliver",M,GER
10549,"LAMPE, Werner",M,FRG
10550,"LAMPEEV, Viacheslav",M,URS
10551,"LAMPTEY, Nii Odartey",M,GHA
10552,"LAMY-FRANK, Jennifer",F,AUS
10553,"LANCASTER, Brett",M,AUS
10554,"LANCE, Thomas Glasson",M,GBR
10555,"LANCIEN, Nathalie",F,FRA
10556,"LANDBERG, Sven",M,SWE
10557,"LANDELIUS, P. Fredric",M,SWE
10558,"LANDELLS, Suzanne",F,AUS
10559,"LANDEN, Ludwig",M,GER
10560,"LANDENBERGER, Andrew",M,AUS
10561,"LANDER, John Gerard Heath",M,GBR
10562,"LANDERTINGER, Fritz",M,AUT
10563,"LANDEWEERD, Nicolaas",M,NED
10564,"LANDGRAF, Sigrid",F,FRG
10565,"LANDINI, Raul",M,ARG
10566,"LANDON, Richmond",M,USA
10567,"LANDRIEU, Auguste",M,BEL
10568,"LANDSMANN, Maik",M,GDR
10569,"LANDSTRÃ–M, Eeles Enok",M,FIN
10570,"LANDVOIGT, Arnold",M,GER
10571,"LANDVOIGT, Bernd",M,GDR
10572,"LANDVOIGT, JÃ¶rg",M,GDR
10573,"LANDY, John",M,AUS
10574,"LANE-JOYNT, William R.",M,GBR
10575,"LANE, Alfred P.",M,USA
10576,"LANE, Francis",M,USA
10577,"LANE, Frederick C.V.",M,AUS
10578,"LANE, Harold Mansfield",M,GBR
10579,"LANE, Kenneth Ralph",M,CAN
10580,"LANE, Lester E.",M,USA
10581,"LANE, Norman Douglas",M,CAN
10582,"LANE, Robert",M,CAN
10583,"LANFRANCO, Giovanni",M,ITA
10584,"LANG, Ping",F,CHN
10585,"LANG, Stanislaw",M,POL
10586,"LANGAT, Nancy jebet",F,KEN
10587,"LANGE, Jozef",M,POL
10588,"LANGE, Marita",F,GDR
10589,"LANGE, Paul",M,EUA
10590,"LANGE, Santiago",M,ARG
10591,"LANGE, Thomas",M,GDR
10592,"LANGE, Thomas",M,GER
10593,"LANGE, Vilhelm",M,DEN
10594,"LANGER, Lucyna",F,POL
10595,"LANGER, Ludy",M,USA
10596,"LANGFORD, William",M,CAN
10597,"LANGHOUT, Jenne",M,NED
10598,"LANGRIDGE, Matt",M,GBR
10599,"LANNAMAN, Sonia",F,GBR
10600,"LANNE, Colleen",F,USA
10601,"LANNER, Olle",M,SWE
10602,"LANNIE, Charles",M,BEL
10603,"LANNOWE, M.",M,GBR
10604,"LANSINK, Jos",M,NED
10605,"LANTOS, Mihaly",M,HUN
10606,"LANTRATOVA, Vera",F,URS
10607,"LANZI, Mario",M,ITA
10608,"LAO, Lishi",F,CHN
10609,"LÃœCK, Hans-Joachim",M,GDR
10610,"LÃœCKER, Alfred",M,EUA
10611,"LÃœTHI, Friedrich",M,SUI
10612,"LÃœTKE WESTHUES, August",M,EUA
10613,"LÃœTTGE-HÃœBNER, Johanna",F,EUA
10614,"LÃœTZOW, Willy",M,GER
10615,"LAPAGE, Michael Clement",M,GBR
10616,"LAPEBIE, Guy",M,FRA
10617,"LAPERA SOTOLONGO, Diego",M,CUB
10618,"LAPIKOV, Dmitry",M,RUS
10619,"LAPINSKI, Tomasz",M,POL
10620,"LAPINSKY, Yevgeni",M,URS
10621,"LAPITSKAYA, Natalya",F,URS
10622,"LAPITSKI, Vladimir",M,URS
10623,"LAPIZE, Octave",M,FRA
10624,"LAPORTA, Matt",M,USA
10625,"LAPP, Bernice Ruth",F,USA
10626,"LAPPALAINEN, Kaarlo Kustaa",M,FIN
10627,"LAPPALAINEN, Onni Armas",M,FIN
10628,"LAPPIN, Lauren",F,USA
10629,"LAPSHIN, Igor",M,URS
10630,"LARA, Georgia",F,GRE
10631,"LARA, Pablo",M,CUB
10632,"LARCHER, Rolf",M,SUI
10633,"LARDANCHET, Victor",M,FRA
10634,"LAREAU, Sebastien",M,CAN
10635,"LARIONOV, Dmitry",M,RUS
10636,"LARNER, George Edward",M,GBR
10637,"LARNOE, Henri",M,BEL
10638,"LAROYENNE, Jean",M,FRA
10639,"LARRABEE, Michael Denny",M,USA
10640,"LARRAZ, Roberto",M,ARG
10641,"LARRE BORGES, Tabare",M,URU
10642,"LARRIVEE, Leo",M,USA
10643,"LARROUY, Maurice",M,FRA
10644,"LARSEN, Aage Ernst",M,DEN
10645,"LARSEN, Alfred",M,NOR
10646,"LARSEN, Carl Otto Lauritz",M,DEN
10647,"LARSEN, Christine",F,CAN
10648,"LARSEN, Edvard",M,NOR
10649,"LARSEN, Eirik Veraas",M,NOR
10650,"LARSEN, Erik Christian",M,DEN
10651,"LARSEN, Ernst",M,NOR
10652,"LARSEN, Harry Julius",M,DEN
10653,"LARSEN, Henry",M,NOR
10654,"LARSEN, Henry Christian",M,DEN
10655,"LARSEN, Ib Ivan",M,DEN
10656,"LARSEN, Ib Storm",M,DEN
10657,"LARSEN, John Harry",M,NOR
10658,"LARSEN, Kristian",M,DEN
10659,"LARSEN, Laurits Teodor Christian",M,DEN
10660,"LARSEN, Ludvig",M,NOR
10661,"LARSEN, Niels Hansen Ditlev",M,DEN
10662,"LARSEN, Petter Andreas",M,NOR
10663,"LARSEN, Thor",M,NOR
10664,"LARSEN, Tonje",F,NOR
10665,"LARSON-MASON, Christine",F,USA
10666,"LARSON, David Erwin",M,USA
10667,"LARSON, Lance Melvin",M,USA
10668,"LARSSON, Anders",M,SWE
10669,"LARSSON, Andreas",M,SWE
10670,"LARSSON, Bernhard",M,SWE
10671,"LARSSON, Eric Victor",M,SWE
10672,"LARSSON, GÃ¶ran",M,SWE
10673,"LARSSON, Gunnar",M,SWE
10674,"LARSSON, Gustav",M,SWE
10675,"LARSSON, Helge",M,SWE
10676,"LARSSON, Olle",M,SWE
10677,"LARSSON, Rune",M,SWE
10678,"LARVA, Harri Edvin",M,FIN
10679,"LARYUKOV, Anatoly",M,BLR
10680,"LAS TORRES, BÃ©la",M,HUN
10681,"LASA GOICOECHEA, Mikel",M,ESP
10682,"LASANEN, Otto",M,FIN
10683,"LASHCHENOV, Fiodor",M,URS
10684,"LASHKO, Irina",F,RUS
10685,"LASHKO, Irina",F,AUS
10686,"LASICKI, Maciej",M,POL
10687,"LASKO, Lech",M,POL
10688,"LASKOWSKI, Kazimierz",M,POL
10689,"LASOVSKAYA, Inna",F,RUS
10690,"LASQUIN, Jean",M,FRA
10691,"LASSERRE, RenÃ©",M,FRA
10692,"LASSIG, Rosemary",F,AUS
10693,"LASURTEGUI BERRIDI, Luis Maria",M,ESP
10694,"LATAMBLET DAUDINOT, Norka",F,CUB
10695,"LATASTE, Jacques",M,FRA
10696,"LATHOUD, Denis",M,FRA
10697,"LATIF, Badri",F,GER
10698,"LATIF, Ur Rehman",M,IND
10699,"LATIF, Ur Rehman",M,PAK
10700,"LATINI, Armando",M,ITA
10701,"LATO, Grzegorz",M,POL
10702,"LATRILLE-GAUDIN, Brigitte",F,FRA
10703,"LATSCHA, Hans",M,GER
10704,"LATTA, Victoria Jean",F,NZL
10705,"LATTUADA, Giovanni",M,ITA
10706,"LATUHIHIN, Misha",M,NED
10707,"LATYNINA, Larisa",F,URS
10708,"LAU, Jutta",F,GDR
10709,"LAUCK, Reinhard",M,GDR
10710,"LAUDEHR, Simone",F,GER
10711,"LAUDET, Jean",M,FRA
10712,"LAUDON, Adolf",M,AUT
10713,"LAUDONIO, Abel Ricardo",M,ARG
10714,"LAUER, Frederick",M,USA
10715,"LAUER, Hilde",F,ROU
10716,"LAUER, Martin",M,EUA
10717,"LAUFER, Walter",M,USA
10718,"LAUFRAY, Louis",M,FRA
10719,"LAUMANN, Daniele",F,CAN
10720,"LAUMANN, Silken Suzette",F,CAN
10721,"LAURENT, Henri",M,FRA
10722,"LAURIA, Louis Daniel",M,USA
10723,"LAURIE, William",M,GBR
10724,"LAURIJSEN, Martha",F,NED
10725,"LAURIN, Arvid",M,SWE
10726,"LAURITENAS, Algirdas",M,URS
10727,"LAURITSEN, Susanne",F,DEN
10728,"LAURITZEN, Dag Otto",M,NOR
10729,"LAURSEN, Jens Peter Martinus",M,DEN
10730,"LAUSEIG, AndrÃ©",M,FRA
10731,"LAUT, David Lester",M,USA
10732,"LAUTERSTEIN, Andrew",M,AUS
10733,"LAUTERWASSER, John Jacob",M,GBR
10734,"LAUVAUX, Henri",M,FRA
10735,"LAVELL, Carol",F,USA
10736,"LAVERICK, Elise",F,GBR
10737,"LAVEZZI, Ezequiel",M,ARG
10738,"LAVIS, Neil John",M,AUS
10739,"LAVORATORI, Franco",M,ITA
10740,"LAVRENOV, Sergei",M,BLR
10741,"LAVRIC, Florica",F,ROU
10742,"LAVRINENKO, Natalya",F,BLR
10743,"LAVRNIC, Djoko",M,YUG
10744,"LAVROV, Andrey",M,URS
10745,"LAVROV, Andrey",M,EUN
10746,"LAVROV, Andrey",M,RUS
10747,"LAVROV, Igor",M,RUS
10748,"LAVROVA, Natalia",F,RUS
10749,"LAW, Leslie",M,GBR
10750,"LAWAL, Garba",M,NGR
10751,"LAWANSON, Ruth Modupe",F,USA
10752,"LAWLER, Raymond E.",M,USA
10753,"LAWRENCE, Albert",M,JAM
10754,"LAWRENCE, Allan",M,AUS
10755,"LAWRENCE, Jacqueline",F,AUS
10756,"LAWRENCE, Janice Faye",F,USA
10757,"LAWRENCE, Tanya",F,JAM
10758,"LAWREY, A.",M,GBR
10759,"LAWS, Gilbert Umfreville",M,GBR
10760,"LAWSON, Kara",F,USA
10761,"LAWTON, Kevin",M,NZL
10762,"LAXMAN, Shankar",M,IND
10763,"LAY, Jeffrey",M,CAN
10764,"LAY, Marion Beverly",F,CAN
10765,"LAZ, Donald Robert",M,USA
10766,"LAZAKOVICH, Tamara",F,URS
10767,"LAZAR, Elisabeta",F,ROU
10768,"LAZAREVIC, Milan",M,YUG
10769,"LAZARSKI, Jan",M,POL
10770,"LAZDENIEKS, Aivar",M,URS
10771,"LAZO, Pedro Luis",M,CUB
10772,"LAZUK, Maria",F,BLR
10773,"LBIK, Marek",M,POL
10774,"LE CORGUILLE, Laetitia",F,FRA
10775,"LE DEROFF, Jean Yves",M,FRA
10776,"LE DUC DECAZES, Jean",M,FRA
10777,"LE GENDRE, Robert Lucien",M,USA
10778,"LE GOFF, Jack Louis J.",M,FRA
10779,"LE HARDY DE BEAULIEU, Philippe",M,BEL
10780,"LE HEUX, Gerard Willem",M,NED
10781,"LE NIZERHY, Roger",M,FRA
10782,"LE POOLE, Alexandra",F,NED
10783,"LE ROY, Jehan Raymond",M,FRA
10784,"LE, Jingyi",F,CHN
10785,"LE, Maosheng",M,CHN
10786,"LEAF, Charles Symonds",M,GBR
10787,"LEAF, Henry Meredith",M,GBR
10788,"LEAHY, Cornelius",M,GBR
10789,"LEAHY, Patrick Joseph",M,GBR
10790,"LEAN, David Francis",M,AUS
10791,"LEANDER, Barje",M,SWE
10792,"LEANDERSON, Matthew Fillip",M,USA
10793,"LEAR, Benjamin",M,USA
10794,"LEARY, J. Scott",M,USA
10795,"LEATHERWOOD-KING, Lillie Mae",F,USA
10796,"LEBAS, Alain",M,FRA
10797,"LEBEDEVA, Galina",F,EUN
10798,"LEBEDEVA, Natalya",F,URS
10799,"LEBEDEVA, Tatyana",F,RUS
10800,"LEBLANC, Guillaume",M,CAN
10801,"LEBOUTTE, Marcel",M,BEL
10802,"LEBRET, Jean",M,FRA
10803,"LEBRUN, Celine",F,FRA
10804,"LEBRUN, Jacques Baptiste",M,FRA
10805,"LEBZIAK, Alexandre",M,RUS
10806,"LECANTE, Jean-Claude",M,FRA
10807,"LECHNER, Robert",M,FRG
10808,"LECKY, John",M,CAN
10809,"LECOINTE, Georges",M,FRA
10810,"LECONEY, Jeremiah Alfred",M,USA
10811,"LECOQ, Maurice",M,FRA
10812,"LECROY, Matt",M,USA
10813,"LECUYER, LÃ©on",M,FRA
10814,"LEDBETTER, Brian Richard",M,USA
10815,"LEDERMANN, Alexandra",F,FRA
10816,"LEDNEV, Pavel",M,URS
10817,"LEDOVSKAYA, Tatiana",F,URS
10818,"LEDUC, Mark",M,CAN
10819,"LEDWIG, Jozefa",F,POL
10820,"LEE, Bae Young",M,KOR
10821,"LEE, Bo Na",F,KOR
10822,"LEE, Bong-Ju",M,KOR
10823,"LEE, Byoung-Kyu",M,KOR
10824,"LEE, Chang-Hwan",M,KOR
10825,"LEE, Chong Wei",M,MAS
10826,"LEE, Chul Seung",M,KOR
10827,"LEE, Daeho",M,KOR
10828,"LEE, David",M,USA
10829,"LEE, Dong Soo",M,KOR
10830,"LEE, Eun Kyung",F,KOR
10831,"LEE, Eun Sil",F,KOR
10832,"LEE, Eun-Chul",M,KOR
10833,"LEE, Eun-Young",F,KOR
10834,"LEE, Gong Joo",F,KOR
10835,"LEE, Han-Sup",M,KOR
10836,"LEE, Ho-Youn",F,KOR
10837,"LEE, Hyojung",F,KOR
10838,"LEE, Hyung-Sook",F,KOR
10839,"LEE, Jae-Hyuk",M,KOR
10840,"LEE, Jae-Suk",M,KOR
10841,"LEE, Jaejin",M,KOR
10842,"LEE, Ji-Young",F,KOR
10843,"LEE, Jinyoung",M,KOR
10844,"LEE, Jongwook",M,KOR
10845,"LEE, Joo Hyung",M,KOR
10846,"LEE, Jung-Keun",M,KOR
10847,"LEE, Ki-Soon",F,KOR
10848,"LEE, Kyung-Keun",M,KOR
10849,"LEE, Kyung-Kun",M,KOR
10850,"LEE, Kyungwon",F,KOR
10851,"LEE, Lai Shan",F,HKG
10852,"LEE, Mi-Ja",F,KOR
10853,"LEE, Mi-Young",F,KOR
10854,"LEE, Minhee",F,KOR
10855,"LEE, Norvel Lafayette Ray",M,USA
10856,"LEE, Samuel",M,USA
10857,"LEE, Sang-Eun",F,KOR
10858,"LEE, Sang-Hyo",M,KOR
10859,"LEE, Sang-Ki",M,KOR
10860,"LEE, Seung Bae",M,KOR
10861,"LEE, Seung-Ho",M,KOR
10862,"LEE, Seung-Yub",M,KOR
10863,"LEE, Seungyuop",M,KOR
10864,"LEE, Soon-Bok",F,KOR
10865,"LEE, Soon-Ei",F,KOR
10866,"LEE, Soon-Ok",F,KOR
10867,"LEE, Sun-Hee",F,KOR
10868,"LEE, Sung Jin",F,KOR
10869,"LEE, Susan",F,AUS
10870,"LEE, Taekkeun",M,KOR
10871,"LEE, Travis",M,USA
10872,"LEE, Virginia",F,AUS
10873,"LEE, Willis",M,USA
10874,"LEE, Won Hee",M,KOR
10875,"LEE, Yongdae",M,KOR
10876,"LEE, Yongkyu",M,KOR
10877,"LEE, Young-Ja",F,KOR
10878,"LEECH, Faith Yvonne",F,AUS
10879,"LEEGSTRA, Ruud Gerbens",M,NED
10880,"LEEMAN, Gerald Grant",M,USA
10881,"LEEMBRUGGEN, G.",M,NED
10882,"LEENE, Bernardus Petrus",M,NED
10883,"LEFDAHL, Rolf",M,NOR
